"gene_id","gene_name","ENTREZID","Fstat.ANOVA","rawP.ANOVA","Del1","Del2","Del3","WT1","WT2","WT3"
"ENSMUSG00000000001.5","Gnai3","14679",-3.99614592786391,0.00396726665032615,7.36414650971574,7.41570283520548,7.30669988078625,7.51420949412852,7.5471724915829,7.53376053932423
"ENSMUSG00000000028.16","Cdc45","12544",-0.356859810072958,0.73042230938718,3.02509968322641,2.99700695151199,3.04243853865447,3.07682273638442,3.01071624659402,3.05842924351215
"ENSMUSG00000000031.17","H19","14955",-3.26784116948295,0.0113855468913741,4.38117481281116,4.3095568778455,4.39568808371484,4.72638671499734,4.46561564674623,4.66544688774322
"ENSMUSG00000000037.18","Scml2","107815",1.29169232927908,0.232513076077377,2.69043100662968,2.64349530663242,2.72725087854863,2.60831611827724,2.53836629563106,2.58513217943999
"ENSMUSG00000000056.8","Narf","67608",-2.85229505475915,0.0213930584174104,5.79092861512676,5.73631590923201,5.87647160959709,5.96449349972403,5.9330373936852,5.93803717153318
"ENSMUSG00000000058.7","Cav2","12390",7.80992886548137,5.17641565568032e-05,4.72806625394265,4.71156912346681,4.7225695256079,4.31491062814768,4.30727177603308,4.31570040797203
"ENSMUSG00000000078.8","Klf6","23849",-1.41964320707277,0.193465148427396,5.43951412220581,5.48738133826653,5.40057249175505,5.47907845467571,5.55387683423918,5.50391598001959
"ENSMUSG00000000085.17","Scmh1","29871",1.41981236033312,0.193417555271828,5.6017721161763,5.60746335507557,5.55869320105223,5.54551830744128,5.48339794573897,5.54180494719268
"ENSMUSG00000000088.8","Cox5a","12858",1.22057733873851,0.256983331716415,6.12283497380533,6.18716495163116,6.02616892852218,6.0290001960875,6.05866593927858,6.05731584962864
"ENSMUSG00000000093.7","Tbx2","21385",1.11984172779266,0.29525776025119,1.97884068909543,1.92148860703342,1.93335732225282,1.92166710641776,1.64228557550087,1.87127314669174
"ENSMUSG00000000094.13","Tbx4","21387",-1.41098232364377,0.19591574479006,-1.04395275100775,-1.03269959160081,-0.91056769996211,-0.802787578363696,-0.522781781382747,-0.772435140356442
"ENSMUSG00000000120.7","Ngfr","18053",-0.987553148206071,0.352281591838932,2.05274292993399,2.32045315020411,1.55402183068303,2.1924721630918,2.03967162921734,2.27023795658652
"ENSMUSG00000000125.6","Wnt3","22415",0.738774972995899,0.481144042800462,2.04796546276578,1.97437416621425,2.1046048584763,2.0173460627133,1.89131105245356,1.97739331393663
"ENSMUSG00000000126.12","Wnt9a","216795",-2.7050185026873,0.0268529426543417,1.28088094986049,1.19168216529641,1.56492533927355,1.66975020897083,1.90267034181473,1.65578209786634
"ENSMUSG00000000127.16","Fer","14158",4.46422305643935,0.00209680440420998,5.03244020969066,5.03006082931147,5.03832233603289,4.80251381758137,4.83972830378394,4.80996862813478
"ENSMUSG00000000131.16","Xpo6","74204",-2.81391215045858,0.0226951477160147,6.99217491203387,6.99676128343678,6.99373684229309,7.09560000769452,7.09943654248703,7.09577900888452
"ENSMUSG00000000134.18","Tfe3","209446",-3.83129652164831,0.00500423908555529,5.11746586574695,5.20370252870848,5.08524426964315,5.30990996918309,5.50596406622773,5.35914844275487
"ENSMUSG00000000142.16","Axin2","12006",1.30262908136546,0.228930139130566,5.67573137294446,5.59361380091694,5.85230315004324,5.5827990827362,5.68581167802386,5.56602583863492
"ENSMUSG00000000148.18","Brat1","231841",0.907148629333939,0.390821742017094,4.90438140493693,4.91825285743374,4.92718477417093,4.82683059191683,4.93201587758399,4.84482825755784
"ENSMUSG00000000149.11","Gna12","14673",-4.22442020771506,0.0028952288790744,7.7189839447145,7.76687808019765,7.64212172952939,7.89940838688281,7.87539008861347,7.91082155218664
"ENSMUSG00000000154.17","Slc22a18","18400",0.8706006497626,0.409323431884376,-1.63784047231806,-1.78496105654958,-1.27109394784216,-1.90862616365688,-1.60451839745737,-1.9236419999719
"ENSMUSG00000000159.17","Igsf5","72058",1.89603187473939,0.0945265438710916,-1.50418526177073,-1.3359237389572,-1.49627542999979,-2.29712462831369,-1.59990888195358,-2.14500986117767
"ENSMUSG00000000167.15","Pih1d2","72614",0.694346164150526,0.507115344981759,0.855354346480549,0.879899350915913,0.962094925788498,0.663098996382653,0.994866345234209,0.711934826466001
"ENSMUSG00000000168.11","Dlat","235339",-2.74506785892431,0.0252394536879319,5.71041150367822,5.73674510509727,5.70013925176952,5.8142801371412,5.86677111415819,5.82767573088085
"ENSMUSG00000000171.6","Sdhd","66925",-2.09730575567959,0.0692107485388853,5.76297080414485,5.80322741066042,5.70846952494538,5.8460271541686,5.85665505498341,5.86026420407743
"ENSMUSG00000000184.13","Ccnd2","12444",1.30907903316129,0.22683918795817,8.20106676078452,8.20973745157866,8.19155847222831,8.14729948197365,8.16450916661116,8.15332264999592
"ENSMUSG00000000194.14","Gpr107","277463",-0.0682242801210034,0.947280705821667,6.09535300273695,6.13913108901664,6.06931357282986,6.06266899900002,6.16083649783671,6.08991769810513
"ENSMUSG00000000197.9","Nalcn","338370",4.02035816463596,0.00383551303502079,5.67494435568858,5.68462794703716,5.65761056878644,5.4857821967421,5.5096175889342,5.49539381949355
"ENSMUSG00000000202.10","Btbd17","72014",-0.523453275701606,0.614838441573214,4.46219852793592,4.36277744060792,4.56986888908039,4.5619450276711,4.43603219490238,4.51023536596271
"ENSMUSG00000000204.17","Slfn4","20558",0.17395040710509,0.866223636079125,-0.468865649086665,-0.816537226440356,-0.104369502967452,-0.30151950610426,-0.740709319890005,-0.478880031680444
"ENSMUSG00000000223.14","Drp2","13497",6.27387167958168,0.000238971885969771,5.98381806685794,5.95328972891548,6.02942696580461,5.69878072387766,5.73149344692343,5.69654717251373
